"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWF, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Code","IIWF_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Concept","Inward Direct Investment Positions (Net) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator CTS Code","IIWF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Name","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator SDMX Code","IIWF_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Short Name","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, Derived, US Dollars","IIWF_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWF, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Code","IIWF_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Concept","Inward Direct Investment Positions (Net) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator CTS Code","IIWF",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Key Indicator","Key Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Name","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator SDMX Code","IIWF_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Short Name","Inward Direct Investment Positions (Net) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions (Net) with Fellow Enterprises, US Dollars","IIWF_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIW, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Code","IIW_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Concept","Inward Direct Investment Positions",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator CTS Code","IIW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Name","Inward Direct Investment Positions, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator SDMX Code","IIW_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Positions, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Short Name","Inward Direct Investment Positions, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, Derived, US Dollars","IIW_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIW, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Code","IIW_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Concept","Inward Direct Investment Positions",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator CTS Code","IIW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Key Indicator","Key Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Name","Inward Direct Investment Positions, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator SDMX Code","IIW_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Positions, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Short Name","Inward Direct Investment Positions",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Positions, US Dollars","IIW_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWE, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Code","IIWE_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Concept","Inward Equity Positions (Net)",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator CTS Code","IIWE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, Inward Equity, Net [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator Name","Inward Equity Positions (Net), Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Equity Positions (Net), Derived, US Dollars","IIWE_DV_BP6_USD","","","Indicator SDMX Code","IIWE_DV_BP6_USD",""
